shipment_id,order_id,dispatch_date,expected_delivery_date,actual_delivery_date,delivered_qty,freight_cost,region
SHP_ORD_0010240,ORD_0010240,2023-05-09,2023-05-11,2023-05-11,23,96.0,West
SHP_ORD_0010241,ORD_0010241,2023-05-11,2023-05-15,2023-05-15,12,74.0,North
SHP_ORD_0010242,ORD_0010242,2023-05-10,2023-05-12,2023-05-12,30,110.0,North
SHP_ORD_0010243,ORD_0010243,2023-05-10,2023-05-15,2023-05-15,40,130.0,North
SHP_ORD_0010244,ORD_0010244,2023-05-11,2023-05-16,2023-05-16,22,94.0,North
SHP_ORD_0010245,ORD_0010245,2023-05-10,2023-05-14,2023-05-14,21,92.0,North
SHP_ORD_0010246,ORD_0010246,2023-05-10,2023-05-13,2023-05-13,50,150.0,North
SHP_ORD_0010247,ORD_0010247,2023-05-10,2023-05-15,2023-05-15,8,66.0,North
SHP_ORD_0010248,ORD_0010248,2023-05-11,2023-05-14,2023-05-14,34,118.0,North
SHP_ORD_0010249,ORD_0010249,2023-05-11,2023-05-14,2023-05-14,19,88.0,North
SHP_ORD_0010250,ORD_0010250,2023-05-10,2023-05-12,2023-05-12,12,74.0,North
SHP_ORD_0010251,ORD_0010251,2023-05-10,2023-05-12,2023-05-12,24,98.0,North
SHP_ORD_0010252,ORD_0010252,2023-05-10,2023-05-14,2023-05-14,39,128.0,North
SHP_ORD_0010253,ORD_0010253,2023-05-11,2023-05-14,2023-05-14,37,124.0,North
SHP_ORD_0010254,ORD_0010254,2023-05-11,2023-05-14,2023-05-14,40,130.0,North
SHP_ORD_0010255,ORD_0010255,2023-05-11,2023-05-13,2023-05-13,41,132.0,North
SHP_ORD_0010256,ORD_0010256,2023-05-11,2023-05-13,2023-05-13,42,134.0,North
SHP_ORD_0010257,ORD_0010257,2023-05-10,2023-05-12,2023-05-12,26,102.0,North
SHP_ORD_0010258,ORD_0010258,2023-05-11,2023-05-13,2023-05-13,8,66.0,North
SHP_ORD_0010259,ORD_0010259,2023-05-10,2023-05-12,2023-05-12,37,124.0,North
SHP_ORD_0010260,ORD_0010260,2023-05-10,2023-05-12,2023-05-12,23,96.0,North
SHP_ORD_0010261,ORD_0010261,2023-05-11,2023-05-15,2023-05-15,10,70.0,South
SHP_ORD_0010262,ORD_0010262,2023-05-11,2023-05-15,2023-05-15,49,148.0,South
SHP_ORD_0010263,ORD_0010263,2023-05-11,2023-05-13,2023-05-13,28,106.0,South
SHP_ORD_0010264,ORD_0010264,2023-05-10,2023-05-15,2023-05-18,20,135.0,South
SHP_ORD_0010265,ORD_0010265,2023-05-10,2023-05-14,2023-05-14,16,82.0,South
SHP_ORD_0010266,ORD_0010266,2023-05-10,2023-05-14,2023-05-14,56,162.0,South
SHP_ORD_0010267,ORD_0010267,2023-05-10,2023-05-15,2023-05-15,5,60.0,South
SHP_ORD_0010268,ORD_0010268,2023-05-11,2023-05-16,2023-05-16,45,140.0,South
SHP_ORD_0010269,ORD_0010269,2023-05-11,2023-05-15,2023-05-15,8,66.0,South
SHP_ORD_0010270,ORD_0010270,2023-05-10,2023-05-15,2023-05-15,12,74.0,South
SHP_ORD_0010271,ORD_0010271,2023-05-11,2023-05-16,2023-05-16,22,94.0,South
SHP_ORD_0010272,ORD_0010272,2023-05-11,2023-05-15,2023-05-15,45,140.0,South
SHP_ORD_0010273,ORD_0010273,2023-05-11,2023-05-16,2023-05-16,27,104.0,South
SHP_ORD_0010274,ORD_0010274,2023-05-10,2023-05-14,2023-05-14,35,120.0,South
SHP_ORD_0010275,ORD_0010275,2023-05-11,2023-05-13,2023-05-16,37,186.0,South
SHP_ORD_0010276,ORD_0010276,2023-05-11,2023-05-15,2023-05-15,39,128.0,South
SHP_ORD_0010277,ORD_0010277,2023-05-11,2023-05-16,2023-05-16,39,128.0,South
SHP_ORD_0010278,ORD_0010278,2023-05-11,2023-05-15,2023-05-15,11,72.0,South
SHP_ORD_0010279,ORD_0010279,2023-05-11,2023-05-14,2023-05-14,43,136.0,South
SHP_ORD_0010280,ORD_0010280,2023-05-11,2023-05-13,2023-05-16,27,156.0,South
SHP_ORD_0010281,ORD_0010281,2023-05-11,2023-05-15,2023-05-15,10,70.0,East
SHP_ORD_0010282,ORD_0010282,2023-05-11,2023-05-13,2023-05-13,44,138.0,East
SHP_ORD_0010283,ORD_0010283,2023-05-11,2023-05-16,2023-05-16,38,126.0,East
SHP_ORD_0010284,ORD_0010284,2023-05-11,2023-05-13,2023-05-13,15,80.0,East
SHP_ORD_0010285,ORD_0010285,2023-05-11,2023-05-15,2023-05-15,20,90.0,East
SHP_ORD_0010286,ORD_0010286,2023-05-11,2023-05-16,2023-05-16,34,118.0,East
SHP_ORD_0010287,ORD_0010287,2023-05-10,2023-05-13,2023-05-13,9,68.0,East
SHP_ORD_0010288,ORD_0010288,2023-05-10,2023-05-15,2023-05-15,34,118.0,East
SHP_ORD_0010289,ORD_0010289,2023-05-10,2023-05-15,2023-05-15,16,82.0,East
SHP_ORD_0010290,ORD_0010290,2023-05-11,2023-05-15,2023-05-15,12,74.0,East
SHP_ORD_0010291,ORD_0010291,2023-05-10,2023-05-15,2023-05-15,23,96.0,East
SHP_ORD_0010292,ORD_0010292,2023-05-11,2023-05-16,2023-05-18,51,228.0,East
SHP_ORD_0010293,ORD_0010293,2023-05-10,2023-05-15,2023-05-15,37,124.0,East
SHP_ORD_0010294,ORD_0010294,2023-05-10,2023-05-15,2023-05-16,47,216.0,East
SHP_ORD_0010295,ORD_0010295,2023-05-11,2023-05-13,2023-05-13,37,124.0,East
SHP_ORD_0010296,ORD_0010296,2023-05-11,2023-05-14,2023-05-14,44,138.0,East
SHP_ORD_0010297,ORD_0010297,2023-05-11,2023-05-15,2023-05-15,23,96.0,East
SHP_ORD_0010298,ORD_0010298,2023-05-10,2023-05-13,2023-05-13,8,66.0,East
SHP_ORD_0010299,ORD_0010299,2023-05-11,2023-05-15,2023-05-15,42,134.0,East
SHP_ORD_0010300,ORD_0010300,2023-05-10,2023-05-15,2023-05-16,25,150.0,East
SHP_ORD_0010301,ORD_0010301,2023-05-11,2023-05-15,2023-05-15,7,64.0,West
SHP_ORD_0010302,ORD_0010302,2023-05-11,2023-05-15,2023-05-15,41,132.0,West
SHP_ORD_0010303,ORD_0010303,2023-05-11,2023-05-16,2023-05-19,29,162.0,West
SHP_ORD_0010304,ORD_0010304,2023-05-10,2023-05-13,2023-05-13,23,96.0,West
SHP_ORD_0010305,ORD_0010305,2023-05-11,2023-05-13,2023-05-13,18,86.0,West
SHP_ORD_0010306,ORD_0010306,2023-05-11,2023-05-14,2023-05-14,43,136.0,West
SHP_ORD_0010307,ORD_0010307,2023-05-10,2023-05-14,2023-05-14,16,82.0,West
SHP_ORD_0010308,ORD_0010308,2023-05-10,2023-05-15,2023-05-15,41,132.0,West
SHP_ORD_0010309,ORD_0010309,2023-05-10,2023-05-15,2023-05-15,15,80.0,West
SHP_ORD_0010310,ORD_0010310,2023-05-10,2023-05-12,2023-05-12,7,64.0,West
SHP_ORD_0010311,ORD_0010311,2023-05-10,2023-05-15,2023-05-15,27,104.0,West
SHP_ORD_0010312,ORD_0010312,2023-05-10,2023-05-14,2023-05-14,51,152.0,West
SHP_ORD_0010313,ORD_0010313,2023-05-10,2023-05-12,2023-05-12,31,112.0,West
SHP_ORD_0010314,ORD_0010314,2023-05-11,2023-05-14,2023-05-17,39,192.0,West
SHP_ORD_0010315,ORD_0010315,2023-05-10,2023-05-12,2023-05-12,32,114.0,West
SHP_ORD_0010316,ORD_0010316,2023-05-11,2023-05-16,2023-05-16,41,132.0,West
SHP_ORD_0010317,ORD_0010317,2023-05-11,2023-05-13,2023-05-13,25,100.0,West
SHP_ORD_0010318,ORD_0010318,2023-05-10,2023-05-15,2023-05-15,10,70.0,West
SHP_ORD_0010319,ORD_0010319,2023-05-10,2023-05-13,2023-05-13,45,140.0,West
SHP_ORD_0010320,ORD_0010320,2023-05-10,2023-05-12,2023-05-12,18,86.0,West
SHP_ORD_0010321,ORD_0010321,2023-05-11,2023-05-13,2023-05-13,9,68.0,North
SHP_ORD_0010322,ORD_0010322,2023-05-12,2023-05-15,2023-05-15,39,128.0,North
SHP_ORD_0010323,ORD_0010323,2023-05-12,2023-05-14,2023-05-14,27,104.0,North
SHP_ORD_0010324,ORD_0010324,2023-05-11,2023-05-15,2023-05-15,24,98.0,North
SHP_ORD_0010325,ORD_0010325,2023-05-12,2023-05-17,2023-05-17,19,88.0,North
SHP_ORD_0010326,ORD_0010326,2023-05-12,2023-05-15,2023-05-15,40,130.0,North
SHP_ORD_0010327,ORD_0010327,2023-05-12,2023-05-15,2023-05-15,6,62.0,North
SHP_ORD_0010328,ORD_0010328,2023-05-12,2023-05-14,2023-05-14,27,104.0,North
SHP_ORD_0010329,ORD_0010329,2023-05-12,2023-05-16,2023-05-16,17,84.0,North
SHP_ORD_0010330,ORD_0010330,2023-05-11,2023-05-15,2023-05-18,8,99.0,North
SHP_ORD_0010331,ORD_0010331,2023-05-11,2023-05-13,2023-05-13,35,120.0,North
SHP_ORD_0010332,ORD_0010332,2023-05-12,2023-05-14,2023-05-14,34,118.0,North
SHP_ORD_0010333,ORD_0010333,2023-05-11,2023-05-15,2023-05-15,32,114.0,North
SHP_ORD_0010334,ORD_0010334,2023-05-11,2023-05-14,2023-05-16,24,147.0,North
SHP_ORD_0010335,ORD_0010335,2023-05-12,2023-05-14,2023-05-14,29,108.0,North
SHP_ORD_0010336,ORD_0010336,2023-05-12,2023-05-14,2023-05-14,42,134.0,North
SHP_ORD_0010337,ORD_0010337,2023-05-11,2023-05-14,2023-05-14,18,86.0,North
SHP_ORD_0010338,ORD_0010338,2023-05-11,2023-05-13,2023-05-13,6,62.0,North
SHP_ORD_0010339,ORD_0010339,2023-05-12,2023-05-17,2023-05-17,36,122.0,North
SHP_ORD_0010340,ORD_0010340,2023-05-12,2023-05-15,2023-05-15,19,88.0,North
SHP_ORD_0010341,ORD_0010341,2023-05-12,2023-05-14,2023-05-14,9,68.0,South
SHP_ORD_0010342,ORD_0010342,2023-05-11,2023-05-14,2023-05-14,37,124.0,South
SHP_ORD_0010343,ORD_0010343,2023-05-11,2023-05-16,2023-05-16,20,90.0,South
SHP_ORD_0010344,ORD_0010344,2023-05-11,2023-05-14,2023-05-14,11,72.0,South
SHP_ORD_0010345,ORD_0010345,2023-05-12,2023-05-17,2023-05-17,21,92.0,South
SHP_ORD_0010346,ORD_0010346,2023-05-12,2023-05-17,2023-05-17,35,120.0,South
SHP_ORD_0010347,ORD_0010347,2023-05-11,2023-05-14,2023-05-14,9,68.0,South
SHP_ORD_0010348,ORD_0010348,2023-05-12,2023-05-14,2023-05-14,26,102.0,South
SHP_ORD_0010349,ORD_0010349,2023-05-12,2023-05-15,2023-05-15,14,78.0,South
SHP_ORD_0010350,ORD_0010350,2023-05-12,2023-05-16,2023-05-16,4,58.0,South
SHP_ORD_0010351,ORD_0010351,2023-05-12,2023-05-17,2023-05-19,29,162.0,South
SHP_ORD_0010352,ORD_0010352,2023-05-11,2023-05-16,2023-05-16,39,128.0,South
SHP_ORD_0010353,ORD_0010353,2023-05-12,2023-05-15,2023-05-15,27,104.0,South
SHP_ORD_0010354,ORD_0010354,2023-05-12,2023-05-17,2023-05-19,26,153.0,South
SHP_ORD_0010355,ORD_0010355,2023-05-12,2023-05-16,2023-05-16,32,114.0,South
SHP_ORD_0010356,ORD_0010356,2023-05-12,2023-05-15,2023-05-15,40,130.0,South
SHP_ORD_0010357,ORD_0010357,2023-05-11,2023-05-14,2023-05-14,20,90.0,South
SHP_ORD_0010358,ORD_0010358,2023-05-12,2023-05-14,2023-05-14,15,80.0,South
SHP_ORD_0010359,ORD_0010359,2023-05-12,2023-05-15,2023-05-15,46,142.0,South
SHP_ORD_0010360,ORD_0010360,2023-05-12,2023-05-15,2023-05-15,15,80.0,South
SHP_ORD_0010361,ORD_0010361,2023-05-11,2023-05-15,2023-05-15,9,68.0,East
SHP_ORD_0010362,ORD_0010362,2023-05-12,2023-05-16,2023-05-16,44,138.0,East
SHP_ORD_0010363,ORD_0010363,2023-05-12,2023-05-15,2023-05-15,37,124.0,East
SHP_ORD_0010364,ORD_0010364,2023-05-12,2023-05-16,2023-05-16,29,108.0,East
SHP_ORD_0010365,ORD_0010365,2023-05-11,2023-05-14,2023-05-14,16,82.0,East
SHP_ORD_0010366,ORD_0010366,2023-05-11,2023-05-13,2023-05-13,42,134.0,East
SHP_ORD_0010367,ORD_0010367,2023-05-11,2023-05-15,2023-05-15,10,70.0,East
SHP_ORD_0010368,ORD_0010368,2023-05-11,2023-05-15,2023-05-16,32,171.0,East
SHP_ORD_0010369,ORD_0010369,2023-05-12,2023-05-17,2023-05-19,11,108.0,East
SHP_ORD_0010370,ORD_0010370,2023-05-11,2023-05-16,2023-05-17,14,117.0,East
SHP_ORD_0010371,ORD_0010371,2023-05-11,2023-05-13,2023-05-13,24,98.0,East
SHP_ORD_0010372,ORD_0010372,2023-05-12,2023-05-14,2023-05-14,52,154.0,East
SHP_ORD_0010373,ORD_0010373,2023-05-12,2023-05-17,2023-05-18,44,207.0,East
SHP_ORD_0010374,ORD_0010374,2023-05-11,2023-05-15,2023-05-15,41,132.0,East
SHP_ORD_0010375,ORD_0010375,2023-05-11,2023-05-13,2023-05-13,37,124.0,East
SHP_ORD_0010376,ORD_0010376,2023-05-12,2023-05-16,2023-05-16,51,152.0,East
SHP_ORD_0010377,ORD_0010377,2023-05-12,2023-05-16,2023-05-16,30,110.0,East
SHP_ORD_0010378,ORD_0010378,2023-05-12,2023-05-15,2023-05-15,7,64.0,East
SHP_ORD_0010379,ORD_0010379,2023-05-11,2023-05-14,2023-05-14,36,122.0,East
SHP_ORD_0010380,ORD_0010380,2023-05-11,2023-05-13,2023-05-13,16,82.0,East
SHP_ORD_0010381,ORD_0010381,2023-05-12,2023-05-17,2023-05-17,6,62.0,West
SHP_ORD_0010382,ORD_0010382,2023-05-12,2023-05-14,2023-05-14,43,136.0,West
SHP_ORD_0010383,ORD_0010383,2023-05-12,2023-05-14,2023-05-14,32,114.0,West
SHP_ORD_0010384,ORD_0010384,2023-05-12,2023-05-14,2023-05-14,22,94.0,West
SHP_ORD_0010385,ORD_0010385,2023-05-11,2023-05-13,2023-05-13,20,90.0,West
SHP_ORD_0010386,ORD_0010386,2023-05-11,2023-05-16,2023-05-16,35,120.0,West
SHP_ORD_0010387,ORD_0010387,2023-05-11,2023-05-14,2023-05-16,12,111.0,West
SHP_ORD_0010388,ORD_0010388,2023-05-11,2023-05-15,2023-05-15,20,90.0,West
SHP_ORD_0010389,ORD_0010389,2023-05-12,2023-05-14,2023-05-14,10,70.0,West
SHP_ORD_0010390,ORD_0010390,2023-05-12,2023-05-17,2023-05-17,7,64.0,West
SHP_ORD_0010391,ORD_0010391,2023-05-12,2023-05-15,2023-05-15,19,88.0,West
SHP_ORD_0010392,ORD_0010392,2023-05-11,2023-05-13,2023-05-13,35,120.0,West
SHP_ORD_0010393,ORD_0010393,2023-05-11,2023-05-14,2023-05-14,36,122.0,West
SHP_ORD_0010394,ORD_0010394,2023-05-12,2023-05-17,2023-05-17,28,106.0,West
SHP_ORD_0010395,ORD_0010395,2023-05-11,2023-05-14,2023-05-14,19,88.0,West
SHP_ORD_0010396,ORD_0010396,2023-05-11,2023-05-13,2023-05-13,32,114.0,West
SHP_ORD_0010397,ORD_0010397,2023-05-11,2023-05-15,2023-05-15,30,110.0,West
SHP_ORD_0010398,ORD_0010398,2023-05-12,2023-05-15,2023-05-15,11,72.0,West
SHP_ORD_0010399,ORD_0010399,2023-05-12,2023-05-15,2023-05-15,31,112.0,West
SHP_ORD_0010400,ORD_0010400,2023-05-12,2023-05-15,2023-05-15,32,114.0,West
SHP_ORD_0010401,ORD_0010401,2023-05-12,2023-05-17,2023-05-17,6,62.0,North
SHP_ORD_0010402,ORD_0010402,2023-05-13,2023-05-16,2023-05-16,28,106.0,North
SHP_ORD_0010403,ORD_0010403,2023-05-12,2023-05-17,2023-05-18,26,153.0,North
SHP_ORD_0010404,ORD_0010404,2023-05-12,2023-05-14,2023-05-14,13,76.0,North
SHP_ORD_0010405,ORD_0010405,2023-05-13,2023-05-16,2023-05-16,15,80.0,North
SHP_ORD_0010406,ORD_0010406,2023-05-12,2023-05-16,2023-05-16,48,146.0,North
SHP_ORD_0010407,ORD_0010407,2023-05-13,2023-05-17,2023-05-17,9,68.0,North
SHP_ORD_0010408,ORD_0010408,2023-05-13,2023-05-15,2023-05-15,33,116.0,North
SHP_ORD_0010409,ORD_0010409,2023-05-13,2023-05-15,2023-05-15,14,78.0,North
SHP_ORD_0010410,ORD_0010410,2023-05-13,2023-05-17,2023-05-17,5,60.0,North
SHP_ORD_0010411,ORD_0010411,2023-05-13,2023-05-16,2023-05-16,19,88.0,North
SHP_ORD_0010412,ORD_0010412,2023-05-13,2023-05-17,2023-05-17,47,144.0,North
SHP_ORD_0010413,ORD_0010413,2023-05-13,2023-05-18,2023-05-18,17,84.0,North
SHP_ORD_0010414,ORD_0010414,2023-05-12,2023-05-15,2023-05-15,35,120.0,North
SHP_ORD_0010415,ORD_0010415,2023-05-12,2023-05-14,2023-05-14,40,130.0,North
SHP_ORD_0010416,ORD_0010416,2023-05-12,2023-05-16,2023-05-16,37,124.0,North
SHP_ORD_0010417,ORD_0010417,2023-05-13,2023-05-16,2023-05-16,20,90.0,North
SHP_ORD_0010418,ORD_0010418,2023-05-13,2023-05-17,2023-05-17,11,72.0,North
SHP_ORD_0010419,ORD_0010419,2023-05-13,2023-05-18,2023-05-18,36,122.0,North
SHP_ORD_0010420,ORD_0010420,2023-05-13,2023-05-16,2023-05-16,19,88.0,North
SHP_ORD_0010421,ORD_0010421,2023-05-12,2023-05-17,2023-05-17,10,70.0,South
SHP_ORD_0010422,ORD_0010422,2023-05-12,2023-05-15,2023-05-15,38,126.0,South
SHP_ORD_0010423,ORD_0010423,2023-05-13,2023-05-17,2023-05-17,26,102.0,South
SHP_ORD_0010424,ORD_0010424,2023-05-13,2023-05-17,2023-05-17,21,92.0,South
SHP_ORD_0010425,ORD_0010425,2023-05-12,2023-05-16,2023-05-16,30,110.0,South
SHP_ORD_0010426,ORD_0010426,2023-05-13,2023-05-16,2023-05-16,38,126.0,South
SHP_ORD_0010427,ORD_0010427,2023-05-12,2023-05-15,2023-05-15,9,68.0,South
SHP_ORD_0010428,ORD_0010428,2023-05-12,2023-05-16,2023-05-16,42,134.0,South
SHP_ORD_0010429,ORD_0010429,2023-05-12,2023-05-17,2023-05-17,15,80.0,South
SHP_ORD_0010430,ORD_0010430,2023-05-12,2023-05-16,2023-05-16,4,58.0,South
SHP_ORD_0010431,ORD_0010431,2023-05-12,2023-05-14,2023-05-14,28,106.0,South
SHP_ORD_0010432,ORD_0010432,2023-05-13,2023-05-15,2023-05-15,34,118.0,South
SHP_ORD_0010433,ORD_0010433,2023-05-13,2023-05-17,2023-05-20,29,162.0,South
SHP_ORD_0010434,ORD_0010434,2023-05-12,2023-05-14,2023-05-14,26,102.0,South
SHP_ORD_0010435,ORD_0010435,2023-05-12,2023-05-15,2023-05-16,30,165.0,South
SHP_ORD_0010436,ORD_0010436,2023-05-12,2023-05-14,2023-05-14,24,98.0,South
SHP_ORD_0010437,ORD_0010437,2023-05-12,2023-05-16,2023-05-16,22,94.0,South
SHP_ORD_0010438,ORD_0010438,2023-05-12,2023-05-16,2023-05-16,6,62.0,South
SHP_ORD_0010439,ORD_0010439,2023-05-13,2023-05-17,2023-05-17,27,104.0,South
SHP_ORD_0010440,ORD_0010440,2023-05-12,2023-05-17,2023-05-17,20,90.0,South
SHP_ORD_0010441,ORD_0010441,2023-05-13,2023-05-16,2023-05-16,12,74.0,East
SHP_ORD_0010442,ORD_0010442,2023-05-12,2023-05-15,2023-05-15,33,116.0,East
SHP_ORD_0010443,ORD_0010443,2023-05-13,2023-05-16,2023-05-16,33,116.0,East
SHP_ORD_0010444,ORD_0010444,2023-05-13,2023-05-15,2023-05-15,22,94.0,East
SHP_ORD_0010445,ORD_0010445,2023-05-12,2023-05-17,2023-05-18,24,147.0,East
SHP_ORD_0010446,ORD_0010446,2023-05-13,2023-05-17,2023-05-20,35,180.0,East
SHP_ORD_0010447,ORD_0010447,2023-05-13,2023-05-16,2023-05-16,9,68.0,East
SHP_ORD_0010448,ORD_0010448,2023-05-13,2023-05-17,2023-05-17,45,140.0,East
SHP_ORD_0010449,ORD_0010449,2023-05-12,2023-05-17,2023-05-17,18,86.0,East
SHP_ORD_0010450,ORD_0010450,2023-05-13,2023-05-17,2023-05-17,7,64.0,East
SHP_ORD_0010451,ORD_0010451,2023-05-13,2023-05-18,2023-05-19,27,156.0,East
SHP_ORD_0010452,ORD_0010452,2023-05-13,2023-05-17,2023-05-17,35,120.0,East
SHP_ORD_0010453,ORD_0010453,2023-05-12,2023-05-15,2023-05-15,47,144.0,East
SHP_ORD_0010454,ORD_0010454,2023-05-12,2023-05-17,2023-05-17,35,120.0,East
SHP_ORD_0010455,ORD_0010455,2023-05-13,2023-05-15,2023-05-16,25,150.0,East
SHP_ORD_0010456,ORD_0010456,2023-05-13,2023-05-15,2023-05-18,32,171.0,East
SHP_ORD_0010457,ORD_0010457,2023-05-13,2023-05-16,2023-05-18,27,156.0,East
SHP_ORD_0010458,ORD_0010458,2023-05-13,2023-05-17,2023-05-17,11,72.0,East
SHP_ORD_0010459,ORD_0010459,2023-05-13,2023-05-16,2023-05-18,39,192.0,East
SHP_ORD_0010460,ORD_0010460,2023-05-12,2023-05-15,2023-05-15,23,96.0,East
SHP_ORD_0010461,ORD_0010461,2023-05-12,2023-05-16,2023-05-16,6,62.0,West
SHP_ORD_0010462,ORD_0010462,2023-05-12,2023-05-15,2023-05-15,35,120.0,West
SHP_ORD_0010463,ORD_0010463,2023-05-13,2023-05-16,2023-05-16,29,108.0,West
SHP_ORD_0010464,ORD_0010464,2023-05-13,2023-05-16,2023-05-16,20,90.0,West
SHP_ORD_0010465,ORD_0010465,2023-05-12,2023-05-16,2023-05-16,24,98.0,West
SHP_ORD_0010466,ORD_0010466,2023-05-12,2023-05-15,2023-05-15,43,136.0,West
SHP_ORD_0010467,ORD_0010467,2023-05-12,2023-05-15,2023-05-15,8,66.0,West
SHP_ORD_0010468,ORD_0010468,2023-05-13,2023-05-16,2023-05-16,33,116.0,West
SHP_ORD_0010469,ORD_0010469,2023-05-12,2023-05-14,2023-05-15,22,141.0,West
SHP_ORD_0010470,ORD_0010470,2023-05-13,2023-05-18,2023-05-18,10,70.0,West
SHP_ORD_0010471,ORD_0010471,2023-05-12,2023-05-17,2023-05-17,30,110.0,West
SHP_ORD_0010472,ORD_0010472,2023-05-13,2023-05-17,2023-05-17,41,132.0,West
SHP_ORD_0010473,ORD_0010473,2023-05-13,2023-05-15,2023-05-15,37,124.0,West
SHP_ORD_0010474,ORD_0010474,2023-05-12,2023-05-15,2023-05-15,41,132.0,West
SHP_ORD_0010475,ORD_0010475,2023-05-13,2023-05-15,2023-05-15,34,118.0,West
SHP_ORD_0010476,ORD_0010476,2023-05-13,2023-05-17,2023-05-17,36,122.0,West
SHP_ORD_0010477,ORD_0010477,2023-05-13,2023-05-16,2023-05-16,22,94.0,West
SHP_ORD_0010478,ORD_0010478,2023-05-13,2023-05-16,2023-05-19,4,87.0,West
SHP_ORD_0010479,ORD_0010479,2023-05-13,2023-05-16,2023-05-16,41,132.0,West
SHP_ORD_0010480,ORD_0010480,2023-05-12,2023-05-15,2023-05-15,23,96.0,West
SHP_ORD_0010481,ORD_0010481,2023-05-14,2023-05-18,2023-05-18,17,84.0,North
SHP_ORD_0010482,ORD_0010482,2023-05-13,2023-05-16,2023-05-16,34,118.0,North
SHP_ORD_0010483,ORD_0010483,2023-05-14,2023-05-16,2023-05-16,35,120.0,North
SHP_ORD_0010484,ORD_0010484,2023-05-14,2023-05-16,2023-05-16,31,112.0,North
SHP_ORD_0010485,ORD_0010485,2023-05-14,2023-05-19,2023-05-19,27,104.0,North
SHP_ORD_0010486,ORD_0010486,2023-05-14,2023-05-18,2023-05-18,31,112.0,North
SHP_ORD_0010487,ORD_0010487,2023-05-14,2023-05-16,2023-05-16,5,60.0,North
SHP_ORD_0010488,ORD_0010488,2023-05-13,2023-05-16,2023-05-16,34,118.0,North
SHP_ORD_0010489,ORD_0010489,2023-05-14,2023-05-17,2023-05-17,18,86.0,North
SHP_ORD_0010490,ORD_0010490,2023-05-13,2023-05-16,2023-05-16,8,66.0,North
SHP_ORD_0010491,ORD_0010491,2023-05-13,2023-05-17,2023-05-17,33,116.0,North
SHP_ORD_0010492,ORD_0010492,2023-05-14,2023-05-17,2023-05-19,54,237.0,North
SHP_ORD_0010493,ORD_0010493,2023-05-13,2023-05-15,2023-05-15,40,130.0,North
SHP_ORD_0010494,ORD_0010494,2023-05-14,2023-05-18,2023-05-18,30,110.0,North
SHP_ORD_0010495,ORD_0010495,2023-05-13,2023-05-18,2023-05-18,44,138.0,North
SHP_ORD_0010496,ORD_0010496,2023-05-14,2023-05-16,2023-05-16,31,112.0,North
SHP_ORD_0010497,ORD_0010497,2023-05-14,2023-05-16,2023-05-17,27,156.0,North
SHP_ORD_0010498,ORD_0010498,2023-05-14,2023-05-17,2023-05-17,8,66.0,North
SHP_ORD_0010499,ORD_0010499,2023-05-14,2023-05-16,2023-05-16,41,132.0,North
SHP_ORD_0010500,ORD_0010500,2023-05-14,2023-05-16,2023-05-16,21,92.0,North
SHP_ORD_0010501,ORD_0010501,2023-05-13,2023-05-17,2023-05-17,6,62.0,South
SHP_ORD_0010502,ORD_0010502,2023-05-13,2023-05-18,2023-05-18,35,120.0,South
SHP_ORD_0010503,ORD_0010503,2023-05-14,2023-05-18,2023-05-21,30,165.0,South
SHP_ORD_0010504,ORD_0010504,2023-05-13,2023-05-16,2023-05-19,25,150.0,South
SHP_ORD_0010505,ORD_0010505,2023-05-14,2023-05-16,2023-05-16,16,82.0,South
SHP_ORD_0010506,ORD_0010506,2023-05-14,2023-05-18,2023-05-18,47,144.0,South
SHP_ORD_0010507,ORD_0010507,2023-05-13,2023-05-15,2023-05-16,10,105.0,South
SHP_ORD_0010508,ORD_0010508,2023-05-14,2023-05-19,2023-05-19,32,114.0,South
SHP_ORD_0010509,ORD_0010509,2023-05-14,2023-05-18,2023-05-18,10,70.0,South
SHP_ORD_0010510,ORD_0010510,2023-05-14,2023-05-16,2023-05-19,9,102.0,South
SHP_ORD_0010511,ORD_0010511,2023-05-14,2023-05-19,2023-05-19,17,84.0,South
SHP_ORD_0010512,ORD_0010512,2023-05-13,2023-05-16,2023-05-16,49,148.0,South
SHP_ORD_0010513,ORD_0010513,2023-05-13,2023-05-15,2023-05-15,38,126.0,South
SHP_ORD_0010514,ORD_0010514,2023-05-14,2023-05-18,2023-05-18,27,104.0,South
SHP_ORD_0010515,ORD_0010515,2023-05-14,2023-05-17,2023-05-17,35,120.0,South
SHP_ORD_0010516,ORD_0010516,2023-05-14,2023-05-19,2023-05-19,30,110.0,South
SHP_ORD_0010517,ORD_0010517,2023-05-13,2023-05-18,2023-05-18,18,86.0,South
SHP_ORD_0010518,ORD_0010518,2023-05-13,2023-05-18,2023-05-18,17,84.0,South
SHP_ORD_0010519,ORD_0010519,2023-05-14,2023-05-16,2023-05-16,44,138.0,South
SHP_ORD_0010520,ORD_0010520,2023-05-14,2023-05-18,2023-05-18,19,88.0,South
SHP_ORD_0010521,ORD_0010521,2023-05-13,2023-05-15,2023-05-15,10,70.0,East
SHP_ORD_0010522,ORD_0010522,2023-05-14,2023-05-18,2023-05-18,30,110.0,East
SHP_ORD_0010523,ORD_0010523,2023-05-14,2023-05-18,2023-05-18,31,112.0,East
